site_specific	day	subject_id	new_taxa	abu_new
Vf	Day 56	subject 5	Alphaproteobacteria	0.0945425138340262
Vf	Day 56	subject 5	Bacteria	0.00471197324047841
Vf	Day 56	subject 5	Corynebacterium tuberculostearicum	0.0970152829456426
Vf	Day 56	subject 5	Cutibacterium acnes	0.0248866878590426
Vf	Day 56	subject 5	Eukaryotic virus	0.000162848408160662
Vf	Day 56	subject 5	Firmicutes	0.0384251372617957
Vf	Day 56	subject 5	Fungi	0.0218270790249247
Vf	Day 56	subject 5	Gammaproteobacteria	0.0459744012162634
Vf	Day 56	subject 5	Malassezia globosa	0.00387831880664933
Vf	Day 56	subject 5	Malassezia restricta	0.189153587310088
Vf	Day 56	subject 5	Micrococcus luteus	0.00974440503249342
Vf	Day 56	subject 5	Proteobacteria	0.000741830733484945
Vf	Day 56	subject 5	Staphylococcus aureus	0.000978939248299759
Vf	Day 56	subject 5	Staphylococcus epidermidis	0.0300756513281543
Vf	Day 56	subject 5	Staphylococcus hominis	0.0283159024937068
Vf	Day 56	subject 6	Actinobacteria	0.180952753391345
Vf	Day 56	subject 6	Alphaproteobacteria	0.0325830339231231
Vf	Day 56	subject 6	Bacteria	0.0633486424945332
Vf	Day 56	subject 6	Corynebacterium tuberculostearicum	0.00519627226225109
Vf	Day 56	subject 6	Cutibacterium acnes	0.188442980900101
Vf	Day 56	subject 6	Eukaryotic virus	0.00606587884691054
Vf	Day 56	subject 6	Firmicutes	0.199326972075832
Vf	Day 56	subject 6	Fungi	0.0082223580408574
Vf	Day 56	subject 6	Gammaproteobacteria	0.131809700890813
Vf	Day 56	subject 6	Malassezia globosa	0.0139850638920962
Vf	Day 56	subject 6	Malassezia restricta	0.108815722422546
Vf	Day 56	subject 6	Micrococcus luteus	0.023206844614164
Vf	Day 56	subject 6	Proteobacteria	0.0242719816548085
Vf	Day 56	subject 6	Staphylococcus aureus	0.0012493791404078
Vf	Day 56	subject 6	Staphylococcus epidermidis	0.00435287079024944
Vf	Day 56	subject 6	Staphylococcus hominis	0.00816954465996246
Vf	Day 56	subject 7	Actinobacteria	0.180955367451369
Vf	Day 56	subject 7	Alphaproteobacteria	0.0699757075457291
Vf	Day 56	subject 7	Bacteria	0.044557207406246
Vf	Day 56	subject 7	Corynebacterium tuberculostearicum	0.00246997041329752
Vf	Day 56	subject 7	Cutibacterium acnes	0.128910871331442
Vf	Day 56	subject 7	Eukaryotic virus	0.00295052525050957
Vf	Day 56	subject 7	Firmicutes	0.235730473896302
Vf	Day 56	subject 7	Fungi	0.00514865638089265
Vf	Day 56	subject 7	Gammaproteobacteria	0.128033247878737
Vf	Day 56	subject 7	Malassezia globosa	0.0532876263238166
Vf	Day 56	subject 7	Malassezia restricta	0.101276931942439
Vf	Day 56	subject 7	Micrococcus luteus	0.0212228084357737
Vf	Day 56	subject 7	Proteobacteria	0.00423030794198319
Vf	Day 56	subject 7	Staphylococcus aureus	0.000426594230491205
Vf	Day 56	subject 7	Staphylococcus epidermidis	0.0156933734338698
Vf	Day 56	subject 7	Staphylococcus hominis	0.00513033013710067
Vf	Day 56	subject 8	Actinobacteria	0.463557716729714
Vf	Day 56	subject 8	Alphaproteobacteria	0.0140933379139199
Vf	Day 56	subject 8	Bacteria	0.0171061769466877
Vf	Day 56	subject 8	Corynebacterium tuberculostearicum	0.0197253383458405
Vf	Day 56	subject 8	Cutibacterium acnes	0.191950572514402
Vf	Day 56	subject 8	Eukaryotic virus	2.31386037716567e-05
Vf	Day 56	subject 8	Firmicutes	0.0775255705674389
Vf	Day 56	subject 8	Fungi	0.00910932551077129
Vf	Day 56	subject 8	Gammaproteobacteria	0.0572241238369504
Vf	Day 56	subject 8	Malassezia globosa	0.00188751017803977
Vf	Day 56	subject 8	Malassezia restricta	0.0359187187983695
Vf	Day 56	subject 8	Micrococcus luteus	0.0642299788678131
Vf	Day 56	subject 8	Proteobacteria	0.00372735054738331
Vf	Day 56	subject 8	Staphylococcus aureus	0.000838345894060117
Vf	Day 56	subject 8	Staphylococcus epidermidis	0.0364709387170865
Vf	Day 56	subject 8	Staphylococcus hominis	0.0066118560277509
Vf	Day 56	subject 9	Actinobacteria	0.19037035916232
Vf	Day 56	subject 9	Alphaproteobacteria	0.00790187364656605
Vf	Day 56	subject 9	Bacteria	0.0111719213800064
Vf	Day 56	subject 9	Corynebacterium tuberculostearicum	0.0515962621414096
Vf	Day 56	subject 9	Cutibacterium acnes	0.382634747060829
Vf	Day 56	subject 9	Eukaryotic virus	0.00169198713698153
Vf	Day 56	subject 9	Firmicutes	0.0953396034466339
Vf	Day 56	subject 9	Fungi	0.0179193987526824
Vf	Day 56	subject 9	Gammaproteobacteria	0.0584941581496194
Vf	Day 56	subject 9	Malassezia globosa	0.0239895472399071
Vf	Day 56	subject 9	Malassezia restricta	0.0656644097937663
Vf	Day 56	subject 9	Micrococcus luteus	0.0638095433058812
Vf	Day 56	subject 9	Proteobacteria	0.0189803396613
Vf	Day 56	subject 9	Staphylococcus aureus	0.000435234986840595
Vf	Day 56	subject 9	Staphylococcus epidermidis	0.00919244773842467
Vf	Day 56	subject 9	Staphylococcus hominis	0.000808166396832843
Vf	Day 56	subject 10	Actinobacteria	0.0895627713727691
Vf	Day 56	subject 10	Alphaproteobacteria	0.00119875715243398
Vf	Day 56	subject 10	Bacteria	0.0721815771894088
Vf	Day 56	subject 10	Corynebacterium tuberculostearicum	0.00123817963077809
Vf	Day 56	subject 10	Cutibacterium acnes	0.607352311824351
Vf	Day 56	subject 10	Eukaryotic virus	2.74584426277416e-06
Vf	Day 56	subject 10	Firmicutes	0.111217087624205
Vf	Day 56	subject 10	Fungi	0.00610342340094779
Vf	Day 56	subject 10	Gammaproteobacteria	0.0430964179677065
Vf	Day 56	subject 10	Malassezia globosa	0.0355935946514092
Vf	Day 56	subject 10	Malassezia restricta	0.00537322495878292
Vf	Day 56	subject 10	Micrococcus luteus	0.00414857841758564
Vf	Day 56	subject 10	Proteobacteria	0.0189304387427642
Vf	Day 56	subject 10	Staphylococcus aureus	0.000473069740129376
Vf	Day 56	subject 10	Staphylococcus epidermidis	0.00283488806958126
Vf	Day 56	subject 10	Staphylococcus hominis	0.000692933412884365
Vf	Day 56	subject 11	Actinobacteria	0.198941846469819
Vf	Day 56	subject 11	Alphaproteobacteria	0.00375048237118068
Vf	Day 56	subject 11	Bacteria	0.00270755335888036
Vf	Day 56	subject 11	Corynebacterium tuberculostearicum	0.00766146616730689
Vf	Day 56	subject 11	Cutibacterium acnes	0.136030241638858
Vf	Day 56	subject 11	Eukaryotic virus	0.000874501591061194
Vf	Day 56	subject 11	Firmicutes	0.305807063746972
Vf	Day 56	subject 11	Fungi	0.0103457369120748
Vf	Day 56	subject 11	Gammaproteobacteria	0.171419154590118
Vf	Day 56	subject 11	Malassezia globosa	0.00905264364175752
Vf	Day 56	subject 11	Malassezia restricta	0.00258321429202442
Vf	Day 56	subject 11	Micrococcus luteus	0.118307879051278
Vf	Day 56	subject 11	Proteobacteria	0.00175362667996032
Vf	Day 56	subject 11	Staphylococcus aureus	0.000776252262005036
Vf	Day 56	subject 11	Staphylococcus epidermidis	0.00250114720540104
Vf	Day 56	subject 11	Staphylococcus hominis	0.0274871900213028
Vf	Day 56	subject 12	Actinobacteria	0.538070985921008
Vf	Day 56	subject 12	Alphaproteobacteria	0.0757035756215803
Vf	Day 56	subject 12	Bacteria	0.00447017287551206
Vf	Day 56	subject 12	Corynebacterium tuberculostearicum	0.0107651836164914
Vf	Day 56	subject 12	Cutibacterium acnes	0.23454850492475
Vf	Day 56	subject 12	Eukaryotic virus	5.71111701562045e-06
Vf	Day 56	subject 12	Firmicutes	0.0338677397764886
Vf	Day 56	subject 12	Fungi	0.0058587901841672
Vf	Day 56	subject 12	Gammaproteobacteria	0.0435132724999653
Vf	Day 56	subject 12	Malassezia globosa	0.00125726161729587
Vf	Day 56	subject 12	Malassezia restricta	0.0229285030699973
Vf	Day 56	subject 12	Micrococcus luteus	0.0209600714052802
Vf	Day 56	subject 12	Proteobacteria	0.00500511416930851
Vf	Day 56	subject 12	Staphylococcus aureus	6.71736144218214e-05
Vf	Day 56	subject 12	Staphylococcus epidermidis	0.00284549606354461
Vf	Day 56	subject 12	Staphylococcus hominis	0.000132443523171769
Vf	Day 56	subject 13	Actinobacteria	0.0911802553164524
Vf	Day 56	subject 13	Alphaproteobacteria	0.00914537109313116
Vf	Day 56	subject 13	Bacteria	0.00419220599290852
Vf	Day 56	subject 13	Corynebacterium tuberculostearicum	0.00141174386552104
Vf	Day 56	subject 13	Cutibacterium acnes	0.313088316622357
Vf	Day 56	subject 13	Eukaryotic virus	9.59524968531901e-05
Vf	Day 56	subject 13	Firmicutes	0.0565901903063855
Vf	Day 56	subject 13	Fungi	0.149668252793244
Vf	Day 56	subject 13	Gammaproteobacteria	0.0985790389340307
Vf	Day 56	subject 13	Malassezia globosa	0.00724504359447774
Vf	Day 56	subject 13	Malassezia restricta	0.260504548112346
Vf	Day 56	subject 13	Micrococcus luteus	0.00374970836201707
Vf	Day 56	subject 13	Proteobacteria	0.00366005668578275
Vf	Day 56	subject 13	Staphylococcus aureus	7.61499177652897e-05
Vf	Day 56	subject 13	Staphylococcus epidermidis	0.000644303914141778
Vf	Day 56	subject 13	Staphylococcus hominis	0.000168861992585914
Vf	Day 56	subject 14	Actinobacteria	0.151500770589783
Vf	Day 56	subject 14	Alphaproteobacteria	0.0145105815133632
Vf	Day 56	subject 14	Bacteria	0.0303790925835432
Vf	Day 56	subject 14	Corynebacterium tuberculostearicum	0.0309269631244596
Vf	Day 56	subject 14	Cutibacterium acnes	0.428384956583844
Vf	Day 56	subject 14	Eukaryotic virus	0.00214449498176897
Vf	Day 56	subject 14	Firmicutes	0.0907134533699207
Vf	Day 56	subject 14	Fungi	0.0073788670450701
Vf	Day 56	subject 14	Gammaproteobacteria	0.168416156072623
Vf	Day 56	subject 14	Malassezia globosa	0.0106078261850167
Vf	Day 56	subject 14	Malassezia restricta	0.0288162989136563
Vf	Day 56	subject 14	Micrococcus luteus	0.0140444686689471
Vf	Day 56	subject 14	Proteobacteria	0.0115090403337969
Vf	Day 56	subject 14	Staphylococcus aureus	0.00165676803368041
Vf	Day 56	subject 14	Staphylococcus epidermidis	0.00680374393865353
Vf	Day 56	subject 14	Staphylococcus hominis	0.00220651806187272
